iter	Logloss
141	0.1582333651
142	0.1580438949
143	0.1578713842
144	0.1576042258
145	0.1574446294
146	0.1571471794
147	0.1569925527
148	0.1568205312
149	0.1566064359
150	0.1563408266
151	0.1560789415
152	0.1558885674
153	0.1557173398
154	0.155417118
155	0.1552399065
156	0.1550671801
157	0.1548733606
158	0.1547433847
159	0.1545433324
160	0.1543788229
161	0.1542470872
162	0.1540925997
163	0.1539452962
164	0.1538024887
165	0.1536381536
166	0.1534815255
167	0.1533121439
168	0.1531067077
169	0.1529771291
170	0.1527527665
171	0.1524510527
172	0.1521867139
173	0.1519667866
174	0.1516670297
175	0.1514815923
176	0.1512773873
177	0.1510899002
178	0.1508932361
179	0.1508129642
180	0.1505319442
181	0.1504342384
182	0.1503248721
183	0.1500803749
184	0.1499718535
185	0.1498822975
186	0.1496736957
187	0.149458297
188	0.1492984101
189	0.1490787142
190	0.1486986942
191	0.1485864271
192	0.1484209627
193	0.148151905
194	0.1479788916
195	0.1475762746
196	0.1472643401
197	0.1471105028
198	0.1470184109
199	0.1468723164
200	0.1466429378
201	0.1465363684
202	0.1464050653
203	0.1460713883
204	0.1459122134
205	0.1457674914
206	0.1456128947
207	0.1454757495
208	0.1452373262
209	0.1450655503
210	0.1449133125
211	0.1447611927
212	0.1445951108
213	0.1444141168
214	0.1442698354
215	0.1440421367
216	0.1438229771
217	0.143697102
218	0.1434181574
219	0.1431992734
220	0.1429343197
221	0.1427052109
222	0.1425358063
223	0.1423632762
224	0.1422188499
225	0.1420090246
226	0.1417810603
227	0.1416319873
228	0.1415692733
229	0.1413766887
230	0.1411392536
231	0.1408279929
232	0.1406804767
233	0.1404458934
234	0.1402156482
235	0.1400354514
236	0.139862045
237	0.1397085172
238	0.1395364319
239	0.1394620724
240	0.1392973784
241	0.1391635737
242	0.1390042289
243	0.1388691391
244	0.1387476243
245	0.1386110925
246	0.1384600835
247	0.1382955852
248	0.1381469421
249	0.138031261
250	0.1379072794
251	0.1377233684
252	0.1375557172
253	0.1374763821
254	0.1373511195
255	0.1372180908
256	0.137081642
257	0.1368648829
258	0.1366522664
259	0.13656802
260	0.136452052
261	0.1363368985
262	0.1360835561
263	0.1359312259
264	0.1357528838
265	0.1355674411
266	0.1353941938
267	0.1352235752
268	0.1350856534
269	0.1350131177
270	0.1349235761
271	0.1347281848
272	0.1345181324
273	0.1343273395
274	0.1341066175
275	0.1339341789
276	0.1337677223
277	0.1336299248
278	0.1333790178
279	0.1332536122
280	0.1330843105
281	0.1329144037
282	0.1328128128
283	0.1326522245
284	0.1325159089
285	0.1323398016
286	0.1321655612
287	0.1320179579
288	0.1319127146
289	0.1317414182
290	0.1316043205
291	0.1314961245
292	0.1313958229
293	0.131341622
294	0.1311499961
295	0.1310250747
296	0.1308477699
297	0.1306820135
298	0.1305845023
299	0.1304226419
300	0.1301947276
301	0.1300132699
302	0.1299122435
303	0.1297586151
304	0.1295955686
305	0.1294694765
306	0.1293454348
307	0.1290880276
308	0.1289083765
309	0.1287869738
310	0.1286282418
311	0.1285108035
312	0.1284080967
313	0.1282127378
314	0.1280714395
315	0.1279004452
316	0.1278370559
317	0.1276130847
318	0.1274398919
319	0.1273153671
320	0.1271792306
321	0.1270842037
322	0.1268626109
323	0.1266769546
324	0.1265651679
325	0.1264060099
326	0.1261941582
327	0.1260481769
328	0.1259525344
329	0.1258058558
330	0.1257392854
331	0.1254983581
332	0.1253424788
333	0.1252316952
334	0.1251438571
335	0.124958653
336	0.1247875952
337	0.1245812613
338	0.1244053848
339	0.1241907539
340	0.1240461006
341	0.1238697911
342	0.1237661736
343	0.1236452404
344	0.1235077435
345	0.1233248922
346	0.1231290351
347	0.1230411534
348	0.1229580054
349	0.1227640441
350	0.1225703007
351	0.1224165054
352	0.1221472607
353	0.1220333475
354	0.1218849477
355	0.1218193556
356	0.1217059559
357	0.1216061686
358	0.1214114474
359	0.1212363125
360	0.121131132
361	0.1210315832
362	0.1208848354
363	0.1207707434
364	0.1206252699
365	0.1204785928
366	0.1203293371
367	0.1201606586
368	0.1199696236
369	0.1198913158
370	0.1196976635
371	0.1196002779
372	0.1194440357
373	0.1192746031
374	0.1191334114
375	0.1190154783
376	0.1188483754
377	0.1186621655
378	0.1185708338
379	0.1183590286
380	0.1181879091
381	0.1180922933
382	0.1179630737
383	0.1178577447
384	0.1177390144
385	0.1176445254
386	0.117480704
387	0.1173719418
388	0.1172168912
389	0.117096625
390	0.1170407425
391	0.1169778169
392	0.1168147802
393	0.1166645318
394	0.1165587621
395	0.1164876786
396	0.1163573879
397	0.1162184758
398	0.1161160648
399	0.1160585016
400	0.1159546007
401	0.1158327949
402	0.1157521198
403	0.1156803281
404	0.1156247252
405	0.1155077599
406	0.1153990815
407	0.1152962262
408	0.1151445551
409	0.1149946825
410	0.1148507348
411	0.114732159
412	0.1146303224
413	0.1145726012
414	0.1144866093
415	0.1144017134
416	0.1142538013
417	0.1141134182
418	0.1140074261
419	0.1138462957
420	0.1137156549
421	0.1135760255
422	0.1133725036
423	0.1132095007
424	0.1130393951
425	0.1129024188
426	0.1127742854
427	0.1126496895
428	0.1125593102
429	0.1124081752
430	0.1122619037
431	0.1120938376
432	0.1120053308
433	0.1118942984
434	0.1118113602
435	0.1117050599
436	0.1115330818
437	0.1114328821
438	0.1112999094
439	0.1111557751
440	0.1110598831
441	0.1109067518
442	0.1106995288
443	0.1106237679
444	0.1105301346
445	0.1104179422
446	0.1103737742
447	0.1102449813
448	0.110106412
449	0.1099579046
450	0.1097937998
451	0.1096844075
452	0.109463277
453	0.1093487122
454	0.1092465643
455	0.1091257863
456	0.1089965707
457	0.1088325595
458	0.1087130094
459	0.1085807767
460	0.1085060693
461	0.108433431
462	0.1083368259
463	0.1081339792
464	0.1080379398
465	0.1079110189
466	0.1078034173
467	0.1077183519
468	0.1075755824
469	0.1074749186
470	0.1073388041
471	0.10726632
472	0.1071640634
473	0.1070761816
474	0.1069176293
475	0.1067703242
476	0.1066070477
477	0.1064667576
478	0.1062900978
479	0.1062077739
480	0.1060550097
481	0.1059683085
482	0.1057744917
483	0.1056076193
484	0.1054700989
485	0.1053586237
486	0.1052015967
487	0.1051231183
488	0.1050456279
489	0.1049608439
490	0.1048851353
491	0.1047330109
492	0.1045775439
493	0.1044701696
494	0.1043770128
495	0.1042337867
496	0.1042017689
497	0.1041234976
498	0.1039689041
499	0.1038171123
500	0.1037460778
501	0.1035569261
502	0.1034480346
503	0.1033680433
504	0.1032458253
505	0.1031188284
506	0.1030327707
507	0.1029036221
508	0.102771893
509	0.1026063499
510	0.1025109487
511	0.1024369114
512	0.1023796898
513	0.1023291601
514	0.1021973135
515	0.1021295976
516	0.1019923215
517	0.1018330428
518	0.101702087
519	0.1016108665
520	0.1015034808
521	0.1014049185
522	0.1013251064
523	0.101188775
524	0.101099618
525	0.1008665348
526	0.1006954956
527	0.1005484056
528	0.1004704367
529	0.1003668233
530	0.1001926588
531	0.1000729291
532	0.09998614728
533	0.09991462141
534	0.0997744033
535	0.09964657632
536	0.09957721358
537	0.09943055088
538	0.09929542168
539	0.09919474872
540	0.09911980607
541	0.09900790245
542	0.09883135335
543	0.09869866923
544	0.09859746534
545	0.09852022698
546	0.09843197145
547	0.09834890487
548	0.09823008314
549	0.09813313264
550	0.0980348559
551	0.09789705702
552	0.09781329706
553	0.09772186439
554	0.09763827449
555	0.09756257712
556	0.09745472417
557	0.09735689562
558	0.09727046361
559	0.0970825477
560	0.09701492627
561	0.09693518502
562	0.09685474063
563	0.09672393501
564	0.09654918924
565	0.09646735879
566	0.09636797602
567	0.09627471499
568	0.09621413416
569	0.09612166913
570	0.09601480257
571	0.09588865438
572	0.09582975505
573	0.09578692583
574	0.09569868245
575	0.09561058347
576	0.09550491801
577	0.09537318742
578	0.09526997409
579	0.09517204962
580	0.09507093598
581	0.09499947304
582	0.09495837346
583	0.09488206914
584	0.09478865922
585	0.09465813877
586	0.09461513348
587	0.09455920273
588	0.09450800509
589	0.09435863072
590	0.09427213346
591	0.09424134297
592	0.09415722392
593	0.09411725168
594	0.09402494002
595	0.0939118562
596	0.09383598786
597	0.09380497097
598	0.09370424008
599	0.09366248601
600	0.09357049883
601	0.09349631355
602	0.0933673616
603	0.09326799033
604	0.09317963906
605	0.09312570397
606	0.09304003778
607	0.09298135408
608	0.09292904181
609	0.09283359703
610	0.09271299754
611	0.09257496625
612	0.092432517
613	0.09237522413
614	0.09225735419
615	0.09214973301
616	0.0920475283
617	0.09197023856
618	0.09185862542
619	0.09171848774
620	0.09164085477
621	0.09149652272
622	0.09144802849
623	0.09132272462
624	0.09122140665
625	0.09107744317
626	0.09099771983
627	0.09089618887
628	0.0907886978
629	0.09067210739
630	0.09058538395
631	0.09044536019
632	0.09038001126
633	0.09031394308
634	0.0902144506
635	0.09009437061
636	0.08999698112
637	0.089947489
638	0.08988490004
639	0.08975600899
640	0.08959693437
641	0.08946745609
642	0.08930057807
643	0.08919857774
644	0.08912815556
645	0.08902451317
646	0.08896498026
647	0.08887085404
648	0.08879918724
649	0.08872180208
650	0.08860411817
651	0.08851835254
652	0.08841973898
653	0.08830325112
654	0.08824817538
655	0.0882155629
656	0.08815420553
657	0.0881036535
658	0.08803659647
659	0.08786899511
660	0.08778574159
661	0.0877336486
662	0.08757044103
663	0.08747590789
664	0.08743314177
665	0.08726749035
666	0.08717667704
667	0.08706425005
668	0.08694870026
669	0.08687241394
670	0.08673796794
671	0.08662170115
672	0.08649802608
673	0.08639491256
674	0.08624771784
675	0.08614145398
676	0.08604352867
677	0.08595601423
678	0.0858030466
679	0.08569338159
680	0.08562273771
681	0.08554763542
682	0.08546848441
683	0.08530486418
684	0.08518654473
685	0.08502004795
686	0.08497157791
687	0.08490157868
688	0.08482537383
689	0.08471058894
690	0.08464382269
691	0.08456974404
692	0.08449117049
693	0.08444189937
694	0.08437736113
695	0.08434505229
696	0.0842719302
697	0.08411286388
698	0.08404464117
699	0.08393910596
700	0.0838363324
701	0.08371618875
702	0.08357770078
703	0.08348195405
704	0.08342752769
705	0.08327550256
706	0.08315830852
707	0.08306971915
708	0.08293572403
709	0.08285357217
710	0.08279501727
711	0.0827275817
712	0.08263944088
713	0.08255702651
714	0.08249603286
715	0.08238593003
716	0.0823420938
717	0.0821671404
718	0.08196822828
719	0.08184736844
720	0.08175344049
721	0.08160165003
722	0.08155145171
723	0.08139404466
724	0.08131743128
725	0.08121285972
726	0.08110700976
727	0.0809818466
728	0.08092359167
729	0.08085963214
730	0.08081338763
731	0.08076892868
732	0.08068922295
733	0.08062320679
734	0.08060290685
735	0.0804914687
736	0.08041191797
737	0.08032949818
738	0.08028648306
739	0.08022258087
740	0.08009289757
741	0.07996724122
742	0.07992731366
743	0.07981669356
744	0.0797104642
745	0.07961854468
746	0.07958985945
747	0.07953162678
748	0.07939216302
749	0.07929606652
750	0.07921878668
751	0.07913857911
752	0.07899054148
753	0.07889496558
754	0.07884199917
