iter	Logloss
208	0.1440089761
209	0.1437003434
210	0.1434559107
211	0.143265153
212	0.1431677887
213	0.1430099016
214	0.1429199275
215	0.1427107855
216	0.1425665231
217	0.1424293966
218	0.1422550531
219	0.1421247544
220	0.1419509618
221	0.141745472
222	0.1415833643
223	0.1413599164
224	0.1411137565
225	0.1409461685
226	0.1407762062
227	0.140671575
228	0.1404593643
229	0.140229634
230	0.1401271937
231	0.1398883131
232	0.1398189674
233	0.1396628761
234	0.1394530682
235	0.1391750095
236	0.139044059
237	0.1388710561
238	0.1387456946
239	0.1385619464
240	0.1383273053
241	0.1380713003
242	0.1379361471
243	0.1378512153
244	0.13771768
245	0.137514008
246	0.1373000133
247	0.1371988697
248	0.137079133
249	0.1368650319
250	0.1366927251
251	0.1366460734
252	0.1365721277
253	0.1362973219
254	0.1360675431
255	0.1359223795
256	0.1356548082
257	0.1355014643
258	0.1353624955
259	0.1352626538
260	0.1350020709
261	0.1349305733
262	0.1347493653
263	0.1346286189
264	0.1344981047
265	0.1343578501
266	0.1341200348
267	0.1339610585
268	0.1337733191
269	0.1336322589
270	0.1335173909
271	0.1332920528
272	0.1332176353
273	0.1330620967
274	0.1328537142
275	0.1327174688
276	0.1325830857
277	0.1324084343
278	0.1322438039
279	0.1320496449
280	0.1318409676
281	0.1316461706
282	0.1313954019
283	0.1312351983
284	0.1310636124
285	0.1308324466
286	0.1306853674
287	0.1304950219
288	0.1303290589
289	0.1300286013
290	0.1297819325
291	0.1296732647
292	0.1296045566
293	0.1294279087
294	0.1293618418
295	0.1291577671
296	0.1289747868
297	0.1288822524
298	0.1287511963
299	0.1285932062
300	0.1284166002
301	0.1283028527
302	0.1281579238
303	0.1279801213
304	0.1276888361
305	0.1274793799
306	0.1272884045
307	0.127133776
308	0.1270294955
309	0.126923698
310	0.126739398
311	0.1265424379
312	0.1263925569
313	0.1262437905
314	0.1260762919
315	0.1259354166
316	0.1257673756
317	0.1255985305
318	0.1254543
319	0.1251912419
320	0.1250651406
321	0.1248810836
322	0.1248139198
323	0.124653623
324	0.1244924555
325	0.1243920478
326	0.1241770037
327	0.1241093244
328	0.1239758482
329	0.1238498893
330	0.1237302713
331	0.1236211167
332	0.123448586
333	0.1233433307
334	0.1232156613
335	0.1230700685
336	0.1229456072
337	0.1228137722
338	0.1226965132
339	0.1224708335
340	0.122239212
341	0.1220803892
342	0.1218854529
343	0.1217552796
344	0.1216361606
345	0.1213842229
346	0.1212102171
347	0.1210151634
348	0.1207804802
349	0.1207399554
350	0.1206479133
351	0.1205463252
352	0.12039645
353	0.1202901413
354	0.1202324021
355	0.1200974152
356	0.1197815498
357	0.1196570209
358	0.1194820929
359	0.1192983128
360	0.1191669749
361	0.1190190764
362	0.1188432635
363	0.118649231
364	0.1184776734
365	0.1183253731
366	0.1181948458
367	0.1180942546
368	0.1179325582
369	0.1177944093
370	0.1176886435
371	0.11758975
372	0.1174616538
373	0.1172867645
374	0.1172006885
375	0.1170861393
376	0.1169559102
377	0.1168279
378	0.1165897966
379	0.1164754885
380	0.1162332448
381	0.1161019098
382	0.1159951479
383	0.1159447152
384	0.1158029853
385	0.115587803
386	0.1153932974
387	0.1152013995
388	0.1150884172
389	0.1149935351
390	0.1148936833
391	0.1147814983
392	0.1146872493
393	0.1145991952
394	0.1145037453
395	0.1143878442
396	0.1141397572
397	0.1140530792
398	0.1139035419
399	0.1137698809
400	0.1136764412
401	0.1136116763
402	0.1135450056
403	0.113427019
404	0.1133153794
405	0.1131730682
406	0.1131063735
407	0.1129763596
408	0.1128661398
409	0.1127934302
410	0.1126616248
411	0.1125423236
412	0.1123781066
413	0.1122911641
414	0.1121183887
415	0.1120124286
416	0.1119367461
417	0.1118210917
418	0.1115433698
419	0.1114600784
420	0.1113728717
421	0.1112616906
422	0.1111895193
423	0.1110492877
424	0.1109418604
425	0.1107972788
426	0.1106804043
427	0.1105603942
428	0.1103932083
429	0.1102654542
430	0.1101253464
431	0.1099904345
432	0.1098370838
433	0.1096332186
434	0.109423469
435	0.1093148262
436	0.1091942431
437	0.1091054631
438	0.1089545003
439	0.1087291009
440	0.1086385324
441	0.1085079706
442	0.1083794894
443	0.1082956445
444	0.1082178136
445	0.1080501975
446	0.1078108037
447	0.1076892332
448	0.1076289172
449	0.1075451835
450	0.1074209864
451	0.1073367294
452	0.1072235803
453	0.1071722108
454	0.1070773964
455	0.1069117837
456	0.1068121412
457	0.1067234424
458	0.1066641695
459	0.106589882
460	0.1064956447
461	0.1064047976
462	0.1062680557
463	0.1061742427
464	0.1060781066
465	0.1059371473
466	0.1058423218
467	0.1057485063
468	0.1056704878
469	0.1055150843
470	0.1054401694
471	0.1052754972
472	0.1051664098
473	0.1050836712
474	0.1050086196
475	0.1049427774
476	0.1048719498
477	0.1047017509
478	0.1046498502
479	0.1045250157
480	0.1043996194
481	0.1043084742
482	0.1041422765
483	0.103977043
484	0.1039021997
485	0.1037927883
486	0.103633636
487	0.1034831613
488	0.1033842842
489	0.1032479164
490	0.1031587333
491	0.103078462
492	0.1030076189
493	0.1028659521
494	0.1027931525
495	0.102741065
496	0.1026393907
497	0.1025375581
498	0.102412986
499	0.102301969
500	0.1020755587
501	0.1020240036
502	0.1018692707
503	0.1017010805
504	0.1015686399
505	0.1014713302
506	0.1013553914
507	0.1013067571
508	0.1011389104
509	0.1010618281
510	0.1009583356
511	0.1008415691
512	0.1007868151
513	0.1007072452
514	0.1006170157
515	0.1004833384
516	0.1003698594
517	0.1001754625
518	0.1000877603
519	0.0999675628
520	0.09984576717
521	0.09968885134
