iter	Passed	Remaining
0	13	9914
1	25	9747
2	38	9680
3	51	9652
4	63	9574
5	77	9641
6	90	9678
7	103	9692
8	113	9438
9	122	9146
10	132	8970
11	143	8863
12	156	8914
13	168	8902
14	180	8907
15	192	8872
16	205	8905
17	218	8947
18	231	8974
19	246	9052
20	257	9002
21	268	8948
22	276	8794
23	286	8728
24	297	8684
25	309	8690
26	321	8673
27	334	8675
28	345	8639
29	354	8574
30	365	8528
31	376	8507
32	386	8460
33	397	8433
34	408	8410
35	418	8366
36	430	8350
37	441	8322
38	451	8292
39	464	8301
40	476	8295
41	488	8288
42	499	8263
43	509	8237
44	519	8197
45	529	8163
46	540	8143
47	550	8104
48	561	8091
49	573	8082
50	584	8068
51	595	8051
52	606	8028
53	616	8003
54	627	7986
55	641	8006
56	654	8019
57	669	8043
58	682	8053
59	693	8032
60	704	8011
61	715	7992
62	725	7966
63	735	7942
64	749	7954
65	762	7961
66	774	7954
67	786	7946
68	798	7938
69	809	7917
70	820	7899
71	830	7873
72	841	7861
73	855	7870
74	868	7872
75	880	7867
76	892	7857
77	902	7833
78	913	7817
79	925	7806
80	936	7794
81	948	7780
82	958	7758
83	967	7729
84	980	7726
85	994	7733
86	1006	7726
87	1018	7721
88	1030	7713
89	1042	7700
90	1054	7695
91	1066	7683
92	1077	7670
93	1089	7659
94	1099	7641
95	1111	7632
96	1125	7637
97	1138	7633
98	1151	7632
99	1161	7609
100	1173	7599
101	1184	7585
102	1195	7565
103	1205	7548
104	1216	7533
105	1227	7515
106	1237	7496
107	1249	7483
108	1259	7462
109	1270	7448
110	1280	7428
111	1290	7409
112	1301	7395
113	1312	7381
114	1322	7360
115	1333	7343
116	1343	7325
117	1353	7307
118	1365	7300
119	1378	7293
120	1388	7276
121	1399	7262
122	1410	7249
123	1421	7232
124	1431	7214
125	1441	7195
126	1452	7182
127	1466	7183
128	1480	7182
129	1492	7177
130	1504	7168
131	1518	7169
132	1532	7167
133	1544	7156
134	1556	7147
135	1566	7130
136	1577	7114
137	1588	7102
138	1601	7096
139	1613	7086
140	1626	7081
141	1639	7077
142	1652	7071
143	1665	7067
144	1678	7061
145	1691	7053
146	1701	7038
147	1711	7017
148	1720	6999
149	1732	6987
150	1742	6971
151	1754	6960
152	1766	6949
153	1776	6932
154	1786	6917
155	1796	6897
156	1807	6883
157	1818	6869
158	1830	6861
159	1840	6845
160	1851	6832
161	1862	6819
162	1874	6808
163	1885	6795
164	1900	6796
165	1914	6793
166	1927	6787
167	1940	6778
168	1950	6763
169	1961	6748
170	1970	6730
171	1981	6717
172	1992	6702
173	2001	6684
174	2013	6672
175	2022	6653
176	2032	6637
177	2043	6623
178	2053	6606
179	2063	6590
180	2075	6581
181	2088	6574
182	2149	6720
183	2161	6707
184	2174	6700
185	2185	6686
186	2199	6680
187	2210	6667
188	2222	6655
189	2233	6642
190	2244	6628
191	2256	6618
192	2269	6608
193	2283	6604
194	2295	6592
195	2307	6580
196	2318	6566
197	2328	6549
198	2339	6537
199	2352	6528
200	2364	6518
201	2375	6504
202	2388	6493
203	2398	6478
204	2408	6460
205	2418	6446
206	2428	6429
207	2438	6411
208	2449	6399
209	2461	6387
210	2472	6373
211	2483	6362
212	2494	6347
213	2504	6330
214	2515	6318
215	2526	6304
216	2536	6288
217	2548	6277
218	2560	6266
219	2571	6252
220	2581	6236
221	2591	6222
222	2601	6205
223	2611	6191
224	2622	6176
225	2632	6160
226	2642	6147
227	2651	6129
228	2662	6114
229	2674	6104
230	2686	6094
231	2699	6085
232	2713	6078
233	2725	6067
234	2736	6055
235	2747	6042
236	2759	6031
237	2772	6023
238	2785	6014
239	2798	6005
240	2811	5996
241	2823	5986
242	2836	5975
243	2849	5967
244	2860	5955
245	2871	5941
246	2882	5928
247	2893	5915
248	2905	5904
249	2918	5896
250	2931	5887
251	2944	5878
252	2958	5869
253	2971	5860
254	2984	5851
255	2998	5845
256	3009	5831
257	3019	5817
258	3031	5806
259	3044	5796
260	3056	5785
261	3071	5779
262	3082	5765
263	3092	5751
264	3103	5738
265	3113	5724
266	3128	5718
267	3143	5712
268	3156	5702
269	3170	5695
270	3180	5680
271	3191	5666
272	3202	5653
273	3212	5639
274	3224	5628
275	3238	5619
276	3251	5610
277	3262	5597
278	3273	5584
279	3285	5573
280	3296	5561
281	3306	5546
282	3318	5535
283	3328	5520
284	3338	5505
285	3348	5490
286	3357	5474
287	3366	5459
288	3375	5443
289	3385	5427
290	3395	5413
291	3404	5398
292	3416	5386
293	3427	5374
294	3439	5363
295	3450	5351
296	3462	5339
297	3472	5324
298	3482	5311
299	3494	5300
300	3505	5287
301	3518	5277
302	3529	5265
303	3541	5253
304	3552	5241
305	3564	5230
