iter	Logloss
0	0.4821751069
1	0.3549734444
2	0.2939217833
3	0.2548973588
4	0.2309912652
5	0.2190121778
6	0.2109657788
7	0.205315648
8	0.201230743
9	0.1997074681
10	0.1982407696
11	0.1964299151
12	0.1957811741
13	0.1950974123
14	0.1942743974
15	0.1936921238
16	0.1927233361
17	0.1924131865
18	0.1921630314
19	0.1919066899
20	0.191497431
21	0.1912692608
22	0.1912239054
23	0.1907269601
24	0.1904897191
25	0.1898664566
26	0.1896206892
27	0.1893603065
28	0.189195395
29	0.1888973651
30	0.1886599263
31	0.1884023424
32	0.1882335905
33	0.1879696112
34	0.1877939387
35	0.1876940261
36	0.1875661758
37	0.1873187932
38	0.1872943015
39	0.1870943177
40	0.1869630654
41	0.1868278178
42	0.1864944109
43	0.1864126953
44	0.186307579
45	0.1860185438
46	0.1857738664
47	0.1855789777
48	0.1853615018
49	0.1850787193
50	0.184892601
51	0.1846372828
52	0.1842859427
53	0.1840311494
54	0.1836348508
55	0.1833721359
56	0.1830344272
57	0.1827772045
58	0.1824840295
59	0.1821460058
60	0.18182577
61	0.1814294298
62	0.1810658968
63	0.1807444975
64	0.1805222099
65	0.1801993409
66	0.1799521448
67	0.1796277496
68	0.1792961238
69	0.1791720822
70	0.1789842121
71	0.178756706
72	0.1783691055
73	0.1781464742
74	0.1778047877
75	0.1777004755
76	0.1774323036
77	0.177103973
78	0.1768264804
79	0.1764103111
80	0.1760005967
81	0.1756638914
82	0.1753968345
83	0.1752128834
84	0.1749099479
85	0.1744559786
86	0.1743067933
87	0.1739365972
88	0.1736089193
89	0.1733359049
90	0.1729938131
91	0.1726013999
92	0.1722572671
93	0.171921244
94	0.1717113246
95	0.1714922092
96	0.17114871
97	0.1708942236
98	0.1705622473
99	0.170340831
100	0.1700079368
101	0.1698334299
102	0.1696199679
103	0.1694079514
104	0.169120903
105	0.1688932593
106	0.1686582218
107	0.1683527022
108	0.1680790272
109	0.1678918663
110	0.1676203077
111	0.1672266239
112	0.1670241747
113	0.1668689989
114	0.1666135466
115	0.1663877185
116	0.1661989153
117	0.1658819514
118	0.1656966265
119	0.1653442321
120	0.1652056423
121	0.1650174648
122	0.1648323898
123	0.1645856382
124	0.1643083574
125	0.1641383499
126	0.1638100202
127	0.1636143748
128	0.1634278628
129	0.1631934432
130	0.1629080513
131	0.162702208
132	0.1623661784
133	0.1621517544
134	0.1619671343
135	0.1618716515
136	0.1615956185
137	0.1614150341
138	0.161214395
139	0.1609322759
140	0.1607549588
141	0.1605577669
142	0.1602829499
143	0.1600273608
144	0.1598584549
145	0.1596485329
146	0.1594359063
147	0.1592003414
148	0.1590833297
149	0.158830229
150	0.1586328112
151	0.1585156561
152	0.158424121
153	0.1580451179
154	0.1577982143
155	0.1575029853
156	0.1571746485
157	0.1570059793
158	0.1567622339
159	0.1565620843
160	0.156299568
161	0.1560181922
162	0.1557848837
163	0.1556188787
164	0.1553410965
165	0.1551783466
166	0.1550071998
167	0.1547854411
168	0.1546022244
169	0.1543692119
170	0.1541364137
171	0.1539444488
172	0.1536162154
173	0.1535573438
174	0.1534356742
175	0.1531964168
176	0.1530321587
177	0.1528337291
178	0.1526692912
179	0.1524797183
180	0.1521625984
181	0.15186161
182	0.1516519731
183	0.1514440125
184	0.1512573483
185	0.1510968082
186	0.1509532252
187	0.1508234052
188	0.1506475629
189	0.1504205542
190	0.1502347296
191	0.1499330721
192	0.1497190948
193	0.149628992
194	0.1492638602
195	0.1489392653
196	0.1487493333
197	0.1484243914
198	0.1483380621
199	0.1480953374
200	0.1479015701
201	0.147741545
202	0.1474718885
203	0.147323447
204	0.1471999392
205	0.1470248623
206	0.1468875045
207	0.146790255
208	0.1465170054
209	0.1462096101
210	0.1460548404
211	0.1457546455
212	0.1455417639
213	0.1453656073
214	0.1451103916
215	0.1449484153
216	0.1446352097
217	0.1443708222
218	0.1442291053
219	0.1440657284
220	0.1439297016
221	0.1437228543
222	0.1435240059
223	0.1432817066
224	0.1430727938
225	0.1428968154
226	0.1427411808
227	0.1425338187
228	0.1423299511
229	0.1421342364
230	0.1418070147
231	0.141508937
232	0.1412379592
233	0.1411567175
234	0.141067265
235	0.1408921867
236	0.1405234284
237	0.1403308196
238	0.1401246501
239	0.1398956956
240	0.1396605314
241	0.1395534852
242	0.1393723485
243	0.1391218564
244	0.1389970066
245	0.1388304377
246	0.1386915928
247	0.1385295932
248	0.1382859197
249	0.1380049192
250	0.1378252298
251	0.1376981817
252	0.1375317335
253	0.1373164406
254	0.1372359064
255	0.1370819781
256	0.1368853512
257	0.1366325222
258	0.1364328375
259	0.1361531559
260	0.1358513607
261	0.1356761585
262	0.1354988629
263	0.1353705254
264	0.1352133658
265	0.1350243501
266	0.134920336
267	0.1347847004
268	0.1345944356
269	0.1345204494
270	0.1343266095
271	0.1341520514
272	0.1340106568
273	0.1339004376
274	0.1338254841
275	0.1337402734
276	0.133586707
277	0.1333444061
278	0.1331643844
279	0.1330574613
280	0.1327990741
281	0.1325634784
282	0.1324015065
283	0.132150204
284	0.1320247098
285	0.1319132134
286	0.1316848947
287	0.1315330495
288	0.1313957656
289	0.1313194495
290	0.1311910276
291	0.1310943399
292	0.1308577156
293	0.1307025638
294	0.130566525
295	0.1304069453
296	0.1301690303
297	0.1300168305
298	0.1298132263
299	0.1296446866
300	0.129379473
301	0.1292338801
302	0.1289972305
303	0.1288612294
304	0.128553104
305	0.1283398311
306	0.1282341625
307	0.1280632054
308	0.127878081
309	0.1277103398
310	0.1275678175
311	0.12737421
312	0.1270846044
313	0.1269362938
314	0.126787072
315	0.1265631497
316	0.1263327188
317	0.1261364147
318	0.1260347813
319	0.1259248564
320	0.1258460696
321	0.1257125076
322	0.1256024002
323	0.1254693844
