iter	F1	Logloss
0	0.0207253886	0.637573231
1	0.02277432712	0.5884254572
2	0.001046572475	0.5452886426
3	0.002092050209	0.5070752664
4	0.009379885357	0.4716572702
5	0.01661474559	0.4394664738
6	0.02277432712	0.4152282294
7	0.02277432712	0.3911650971
8	0.02277432712	0.3683270729
9	0.02277432712	0.3525432927
10	0.0207253886	0.3368924054
11	0.02277432712	0.3235114834
12	0.02277432712	0.3109539585
13	0.02277432712	0.3019442252
14	0.02277432712	0.2936483748
15	0.02277432712	0.2840268533
16	0.02277432712	0.2767919897
17	0.02277432712	0.2716959023
18	0.02277432712	0.2670887676
19	0.02277432712	0.2615113125
20	0.02277432712	0.2563891366
21	0.02277432712	0.2520132604
22	0.02277432712	0.2481486716
23	0.02277432712	0.2446937204
24	0.02277432712	0.2416296546
25	0.02377563496	0.2389464431
26	0.02376486389	0.2365107053
27	0.02784035134	0.2343269747
28	0.0288565981	0.2325976524
29	0.02478531407	0.2315784339
30	0.0288565981	0.2300593828
31	0.05590479978	0.2290414189
32	0.05590479978	0.2277818426
33	0.06181500944	0.2270519641
34	0.06279655247	0.2257269108
35	0.06475665908	0.2245359279
36	0.06768939297	0.2235256545
37	0.06573522568	0.2231003647
38	0.06866499666	0.222009592
39	0.06866499666	0.2217107082
40	0.06768939297	0.2210299798
41	0.0696396157	0.2202672958
42	0.06866499666	0.2199645308
43	0.06866499666	0.2192903653
44	0.0696396157	0.2188278952
45	0.07061325158	0.2182669847
46	0.07255757981	0.217905224
47	0.07546673556	0.217273382
48	0.07740129887	0.2168886105
49	0.07740129887	0.2165320171
50	0.07740129887	0.2162831262
51	0.07933197678	0.2158588024
52	0.08029586238	0.215432016
53	0.08125878101	0.2151304414
54	0.08314518844	0.2147800599
55	0.08506347469	0.2145504918
56	0.08602117874	0.2143845985
57	0.08697792533	0.2140214383
58	0.08888855187	0.2137662283
59	0.09079536575	0.2135583115
60	0.09079536575	0.2134561562
61	0.09079536575	0.2134184626
62	0.101215198	0.2130105654
63	0.101215198	0.2129941004
64	0.1030975054	0.2128445602
65	0.1040372604	0.2124099208
66	0.1040372604	0.2123965583
67	0.1040372604	0.2122611814
68	0.1049760847	0.2121668664
69	0.1049760847	0.2121188265
70	0.1049760847	0.2119639553
71	0.1049760847	0.2119452522
72	0.1049760847	0.2118700302
73	0.1049305224	0.2116755464
74	0.1049305224	0.2115300634
75	0.1049305224	0.2114516021
76	0.1049305224	0.2114486697
77	0.1049305224	0.2113334882
78	0.1049305224	0.2112817441
79	0.105868033	0.2111320235
80	0.1068046165	0.2111013179
81	0.1068046165	0.2110754631
82	0.1068046165	0.2109323414
83	0.1068046165	0.2108410519
84	0.1068046165	0.2108315455
85	0.109608818	0.2107469612
86	0.109608818	0.2107142124
87	0.109608818	0.2106438552
88	0.1114254806	0.2105188761
89	0.1114254806	0.2104242473
90	0.1179209714	0.210365142
91	0.1179209714	0.2103088067
92	0.1179209714	0.2102763695
93	0.1179209714	0.2102729173
94	0.1179209714	0.2101603538
95	0.1179209714	0.2101436882
96	0.1179209714	0.2101125743
97	0.118845253	0.2100336137
98	0.118845253	0.2099784468
99	0.118845253	0.2099591763
100	0.118845253	0.2099391526
101	0.1187940954	0.209893285
102	0.1216126591	0.2097239359
103	0.1225333192	0.2095610178
104	0.1234530773	0.2094963005
105	0.1243719347	0.2094214828
106	0.1243719347	0.2094063511
107	0.1243719347	0.2093144415
108	0.1243719347	0.2092482918
109	0.1243719347	0.2091565688
110	0.1243719347	0.209131841
111	0.1243719347	0.2090997008
112	0.1243719347	0.2090588045
113	0.1243719347	0.2090052408
114	0.1243719347	0.2090048133
115	0.1243719347	0.2089876182
116	0.1270686354	0.2088926591
117	0.1270686354	0.2088795818
118	0.1270686354	0.2088255091
119	0.1270142019	0.2087947395
120	0.1270142019	0.2087427198
121	0.1270142019	0.2087393409
122	0.127928739	0.2086933341
123	0.127928739	0.2086230735
124	0.127928739	0.2085467373
125	0.127928739	0.2085255833
126	0.127928739	0.2085100012
127	0.1297551364	0.20848647
128	0.1297551364	0.208466152
129	0.1297551364	0.2083891726
130	0.1297551364	0.2083087545
131	0.1297551364	0.2082872921
132	0.1297551364	0.2082866848
133	0.1297551364	0.2082181044
134	0.1297551364	0.2081887309
135	0.1297551364	0.2081255138
136	0.1297551364	0.2080677236
137	0.1288423834	0.2080373147
138	0.1288423834	0.2080269313
139	0.1288423834	0.2080024101
140	0.1288423834	0.2079597144
141	0.1297551364	0.2079202038
142	0.1297551364	0.2078628716
143	0.1298106632	0.2077891481
144	0.1306669994	0.2077137308
145	0.1306669994	0.2076998494
146	0.1307228892	0.2076400036
147	0.1307228892	0.2076023541
148	0.1307228892	0.2075899948
149	0.1307228892	0.2075786165
150	0.1307228892	0.2075768351
151	0.1307228892	0.2075666784
152	0.1307228892	0.2075606153
153	0.1307228892	0.2074287501
154	0.1316342256	0.2073557486
155	0.1316342256	0.207293757
156	0.1316342256	0.2072562825
157	0.1316342256	0.2071925371
158	0.1316342256	0.207164566
159	0.1316342256	0.2071439113
160	0.1324880605	0.2070784654
161	0.1324880605	0.2070766751
162	0.1343055769	0.2070698404
163	0.1343055769	0.2070486775
164	0.1361195591	0.2070029309
165	0.1343055769	0.2069795934
166	0.1361195591	0.2069771615
167	0.1361195591	0.2069652296
168	0.1361195591	0.2069647111
169	0.1361195591	0.2069490091
170	0.1361195591	0.206938014
171	0.1361195591	0.2069360237
172	0.1379300173	0.2069179045
173	0.1379300173	0.2069172398
174	0.1379300173	0.2069100204
175	0.1379300173	0.206887905
176	0.1379300173	0.2068706215
177	0.1379300173	0.2068158405
178	0.1379300173	0.2068136013
179	0.1379300173	0.2067970584
180	0.1379300173	0.2067690286
181	0.1379300173	0.2067451573
182	0.1379300173	0.2067197126
183	0.1379300173	0.2067025926
184	0.1379300173	0.2066575443
185	0.1379300173	0.206636299
186	0.1379300173	0.2065815768
187	0.1379300173	0.2065469319
188	0.1379300173	0.2065163667
189	0.1379300173	0.2065030549
190	0.1379300173	0.2065014074
191	0.1379300173	0.2064981506
192	0.1379300173	0.2064774582
193	0.1379300173	0.2064764866
194	0.1379300173	0.2064219606
195	0.1379300173	0.2064093548
196	0.1388339281	0.2063925012
197	0.1388339281	0.2063810659
198	0.1379300173	0.2063706505
199	0.1379300173	0.2063513328
200	0.1388339281	0.206285797
201	0.1388339281	0.2062672201
202	0.1388339281	0.2062243221
203	0.1388339281	0.2061090959
204	0.1388339281	0.2061090654
205	0.1388339281	0.2060886411
206	0.1388339281	0.2060709603
207	0.1388339281	0.2060650126
208	0.1397369617	0.2060190435
209	0.1397369617	0.2060119626
210	0.1397369617	0.2060116006
211	0.1424408125	0.2059048502
212	0.1424408125	0.205891926
213	0.1433403503	0.2058064212
214	0.1433403503	0.2056977931
215	0.1433403503	0.2056756522
216	0.1432795074	0.2056213321
217	0.1432795074	0.2056121106
218	0.1432795074	0.2056116662
219	0.1441778226	0.205587403
220	0.1441778226	0.2055824056
221	0.1441778226	0.2055654906
222	0.1441778226	0.2055452777
223	0.1441778226	0.205491595
224	0.1441778226	0.2054911781
225	0.1441778226	0.2054107205
226	0.1441778226	0.2053802429
227	0.1459718477	0.2053338741
228	0.1459718477	0.2052786956
229	0.1459718477	0.205255581
230	0.1459718477	0.205234261
231	0.1468675602	0.205201129
232	0.1468675602	0.2051084184
233	0.1468675602	0.2051083523
234	0.1478250026	0.205056158
235	0.1478250026	0.2050435555
236	0.1478250026	0.2049779902
237	0.1478250026	0.2049131019
238	0.1487193345	0.2048681372
239	0.1487193345	0.2047740428
240	0.1487193345	0.2047240369
241	0.1487193345	0.2046115566
242	0.1487193345	0.2045457123
243	0.1487193345	0.2044708649
244	0.1496128032	0.2043573147
245	0.1496128032	0.2043264274
246	0.1496128032	0.2041855499
247	0.1496128032	0.2041311463
248	0.1496128032	0.2039692743
249	0.1496128032	0.2039015499
250	0.1522880422	0.2038161182
251	0.1522880422	0.2036025068
252	0.1531780703	0.203549688
253	0.1540672415	0.2033997989
254	0.1540672415	0.2033277898
255	0.1540672415	0.2032029321
256	0.1549555568	0.203124573
257	0.1549555568	0.2030312368
258	0.1540672415	0.2028120791
259	0.1549555568	0.2027400064
260	0.1549555568	0.2025417926
261	0.1566635784	0.2024382092
262	0.1566635784	0.2023308188
263	0.1576153804	0.202191207
264	0.1576153804	0.2020152349
265	0.1594514649	0.2018407053
266	0.1603350109	0.2016794604
267	0.1611499055	0.2015968647
268	0.1611499055	0.2014413339
269	0.1611499055	0.2012914776
270	0.1637919123	0.2011763624
271	0.1646708949	0.2009891348
272	0.1655490364	0.2008815044
273	0.1655490364	0.2007678848
274	0.166356574	0.2006419405
275	0.1672327029	0.2005104189
276	0.1681784263	0.2003710526
277	0.1716725766	0.2002366073
278	0.1708002893	0.2001245048
279	0.1708002893	0.1999818198
280	0.1716725766	0.1998733735
281	0.1725440324	0.1997464424
282	0.1725440324	0.1996254051
283	0.1725440324	0.1994843672
284	0.1734146578	0.1993771851
285	0.1734146578	0.1992336833
286	0.1734146578	0.1991224747
287	0.1742844541	0.1989655171
288	0.1751534223	0.1988651599
289	0.1751534223	0.198785744
290	0.1751534223	0.1986917873
291	0.1751534223	0.1985654356
292	0.1751534223	0.1984672538
293	0.1752265564	0.1983313439
294	0.1752265564	0.19821278
295	0.1752265564	0.1981174888
296	0.1752265564	0.1980147268
297	0.1752265564	0.1979310824
298	0.1769626681	0.197811586
299	0.1778294858	0.1977063626
300	0.1778294858	0.1976351678
301	0.1786954795	0.1975132036
302	0.1786954795	0.1974369092
303	0.1786954795	0.1973047631
304	0.1786954795	0.1971583334
305	0.1778294858	0.1970459148
306	0.1804249998	0.1969383704
307	0.1786954795	0.1968417287
308	0.1786954795	0.196743734
309	0.1786954795	0.1966141251
310	0.1786954795	0.1965041211
311	0.1786954795	0.1963908432
312	0.1786954795	0.1962545461
313	0.1804249998	0.1961550102
314	0.1804249998	0.1960527331
315	0.1821512386	0.1959680934
316	0.1821512386	0.1958467039
317	0.1821512386	0.1957561837
318	0.1812885288	0.1956535455
319	0.1812885288	0.1955663576
320	0.1812885288	0.195506548
321	0.1821512386	0.1954007788
322	0.1830131303	0.1953070841
323	0.1830131303	0.1951670061
324	0.1830131303	0.1950625609
325	0.1830131303	0.1950164688
326	0.1830131303	0.1948809954
327	0.1830131303	0.194771568
328	0.1830131303	0.1946457019
329	0.1830131303	0.1945527064
330	0.1830131303	0.1944271952
331	0.1830131303	0.194348553
332	0.1830131303	0.1942880536
333	0.1830131303	0.1941821347
334	0.1847344641	0.194081919
335	0.1846577633	0.1939902902
336	0.1846577633	0.1938935061
337	0.1846577633	0.1937951757
338	0.1846577633	0.1936645462
339	0.1846577633	0.193600036
340	0.1846577633	0.1934363929
341	0.1855168873	0.193314047
342	0.1863751986	0.1932169676
343	0.1872326983	0.1931250112
344	0.1872326983	0.1930421935
345	0.1872326983	0.1929490249
346	0.1872326983	0.1928280613
347	0.1888670359	0.1926932789
348	0.1888670359	0.1926107742
349	0.1888670359	0.1924933458
350	0.1888670359	0.1924159237
351	0.1887888692	0.192299033
352	0.1887888692	0.1921869802
353	0.1904969394	0.1920669528
354	0.1904969394	0.1919876108
355	0.1905757389	0.1919071277
356	0.1922812208	0.1918092062
357	0.1923607162	0.1917399938
358	0.1923607162	0.1916179625
359	0.1923607162	0.1915361303
360	0.1922812208	0.1914618776
361	0.1939834907	0.1914061585
362	0.1939834907	0.1912952073
363	0.1948334239	0.191230686
364	0.1948334239	0.1911623422
365	0.1948334239	0.1910901566
366	0.1956825576	0.1910044314
367	0.1948334239	0.1909018565
368	0.1939834907	0.1908194649
369	0.1956825576	0.1907211838
370	0.1956825576	0.1906435514
371	0.1956825576	0.1905693294
372	0.1956825576	0.1904787191
373	0.1956825576	0.1904115235
374	0.1965308928	0.1903066091
375	0.1982251723	0.1902252292
376	0.1982251723	0.1901589848
377	0.1982251723	0.1901058954
378	0.1982251723	0.1899932628
379	0.1982251723	0.1898929862
380	0.1982251723	0.189791121
381	0.1982251723	0.1896788609
382	0.1990711189	0.1895849188
383	0.1990711189	0.1894387178
384	0.1990711189	0.1893562605
385	0.1990711189	0.1892620272
386	0.1990711189	0.1891519506
387	0.1990711189	0.1890920477
388	0.2007606311	0.1890187067
389	0.2007606311	0.1889254094
390	0.2007606311	0.1887451134
391	0.2007606311	0.1886583125
392	0.2007606311	0.1885970289
393	0.2007606311	0.1884969639
394	0.2007606311	0.1883798997
395	0.2007606311	0.1883421008
396	0.201604199	0.1882579248
397	0.201604199	0.1881690575
