iter	Passed	Remaining
723	23587	44275
724	23635	44271
725	23682	44265
726	23726	44255
727	23770	44243
728	23809	44223
729	23853	44210
730	23892	44189
731	23929	44164
732	23967	44142
733	24011	44130
734	24052	44111
735	24091	44090
736	24132	44074
737	24179	44066
738	24221	44051
739	24269	44046
740	24322	44050
741	24365	44035
742	24411	44025
743	24460	44022
744	24496	43995
745	24539	43981
746	24579	43960
747	24624	43948
748	24669	43937
749	24716	43930
750	24768	43930
751	24815	43921
752	24858	43907
753	24913	43912
754	24950	43886
755	24987	43860
756	25022	43830
757	25058	43803
758	25101	43787
759	25141	43765
760	25178	43740
761	25217	43717
762	25258	43697
763	25301	43681
764	25342	43661
765	25381	43639
766	25421	43617
767	25457	43589
768	25493	43561
769	25535	43543
770	25576	43522
771	25618	43505
772	25660	43487
773	25696	43457
774	25734	43432
775	25768	43401
776	25807	43377
777	25846	43353
778	25884	43329
779	25924	43306
780	25963	43283
781	26005	43264
782	26045	43242
783	26087	43223
784	26128	43203
785	26167	43179
786	26204	43151
787	26236	43116
788	26274	43092
789	26311	43063
790	26352	43043
791	26389	43015
792	26425	42986
793	26463	42962
794	26502	42936
795	26543	42916
796	26579	42886
797	26616	42860
798	26651	42828
799	26686	42799
800	26721	42767
801	26754	42733
802	26791	42706
803	26823	42670
804	26859	42641
805	26893	42608
806	26929	42580
807	26964	42548
808	26999	42517
809	27029	42480
810	27065	42450
811	27100	42420
812	27134	42387
813	27165	42350
814	27201	42320
815	27235	42288
816	27270	42257
817	27305	42227
818	27342	42198
819	27379	42170
820	27415	42141
821	27450	42110
822	27488	42084
823	27523	42054
824	27560	42026
825	27598	41999
826	27641	41979
827	27674	41946
828	27718	41928
829	27751	41894
830	27790	41869
831	27823	41835
832	27858	41804
833	27891	41770
834	27924	41736
835	27958	41703
836	27995	41674
837	28032	41648
838	28066	41615
839	28100	41582
840	28135	41551
841	28171	41521
842	28211	41497
843	28249	41470
844	28283	41438
845	28321	41410
846	28355	41378
847	28393	41351
848	28434	41328
849	28475	41305
850	28515	41282
851	28558	41261
852	28595	41233
853	28633	41206
854	28667	41174
855	28701	41140
856	28740	41114
857	28775	41084
858	28811	41053
859	28844	41019
860	28879	40987
861	28913	40955
862	28945	40920
863	28979	40886
864	29013	40854
865	29046	40818
866	29081	40787
867	29118	40758
868	29154	40728
869	29189	40697
870	29224	40665
871	29258	40633
872	29300	40610
873	29334	40577
874	29366	40541
875	29396	40504
876	29431	40472
877	29465	40439
878	29498	40405
879	29532	40372
880	29567	40340
881	29603	40310
882	29640	40280
883	29675	40249
884	29709	40216
885	29744	40185
886	29776	40149
887	29809	40115
888	29843	40081
889	29876	40047
890	29908	40012
891	29941	39978
892	29975	39944
893	30006	39908
894	30043	39878
895	30077	39845
896	30111	39812
897	30147	39782
898	30185	39754
899	30220	39723
900	30251	39686
901	30281	39647
902	30311	39610
903	30344	39574
904	30375	39538
905	30407	39502
906	30440	39468
907	30474	39435
908	30501	39393
909	30532	39356
910	30562	39318
911	30591	39279
912	30620	39240
913	30652	39203
914	30684	39168
915	30718	39136
916	30754	39105
917	30785	39068
918	30815	39030
919	30845	38992
920	30877	38957
921	30911	38924
922	30942	38887
923	30973	38850
924	31006	38816
925	31036	38779
926	31068	38742
927	31098	38706
928	31127	38667
929	31156	38627
930	31186	38589
931	31217	38552
932	31251	38520
933	31282	38483
934	31311	38444
935	31344	38410
936	31375	38373
937	31406	38336
938	31436	38299
939	31464	38260
940	31500	38229
941	31543	38206
942	31576	38172
943	31611	38140
944	31646	38109
945	31680	38077
946	31711	38040
947	31743	38004
948	31777	37971
949	31806	37933
950	31837	37896
951	31866	37858
952	31895	37819
953	31926	37782
954	31956	37744
955	31986	37707
956	32016	37669
957	32048	37634
958	32076	37595
959	32107	37558
960	32138	37523
961	32169	37487
962	32199	37449
963	32228	37410
964	32258	37372
965	32287	37334
966	32317	37296
967	32346	37258
968	32378	37223
969	32406	37183
970	32436	37146
971	32466	37109
972	32496	37071
973	32527	37036
974	32556	36997
975	32585	36959
976	32614	36920
977	32643	36882
978	32674	36846
979	32708	36813
980	32739	36778
981	32770	36741
982	32801	36705
983	32831	36668
984	32863	36633
985	32893	36596
986	32925	36561
987	32957	36526
988	32987	36489
989	33019	36454
990	33050	36419
991	33078	36379
992	33111	36346
993	33143	36310
994	33175	36276
995	33208	36242
996	33239	36206
997	33268	36168
998	33297	36130
999	33330	36096
1000	33360	36059
1001	33392	36025
1002	33423	35989
1003	33452	35951
1004	33485	35917
1005	33516	35882
1006	33550	35849
1007	33586	35818
1008	33618	35784
1009	33647	35746
1010	33682	35715
1011	33716	35682
1012	33748	35647
1013	33779	35612
1014	33810	35576
1015	33840	35539
1016	33871	35503
1017	33900	35465
1018	33928	35426
1019	33959	35391
1020	33990	35355
1021	34021	35319
1022	34051	35282
1023	34082	35247
1024	34112	35210
1025	34142	35174
1026	34171	35136
1027	34201	35099
1028	34231	35063
1029	34263	35028
1030	34292	34991
1031	34322	34954
1032	34355	34920
1033	34388	34887
1034	34418	34850
1035	34446	34812
1036	34478	34778
1037	34509	34742
1038	34542	34708
1039	34573	34672
1040	34603	34636
1041	34633	34600
1042	34663	34564
1043	34696	34529
1044	34728	34496
1045	34762	34463
1046	34795	34430
1047	34824	34392
1048	34853	34355
1049	34882	34318
1050	34912	34281
1051	34942	34244
1052	34970	34206
1053	35000	34170
1054	35036	34139
1055	35064	34102
1056	35094	34065
1057	35123	34028
1058	35157	33995
1059	35186	33958
1060	35214	33920
1061	35245	33884
1062	35275	33848
1063	35305	33812
1064	35336	33776
1065	35371	33745
1066	35402	33710
1067	35434	33676
1068	35465	33640
1069	35497	33606
1070	35525	33568
1071	35553	33530
1072	35584	33495
1073	35616	33461
1074	35650	33428
1075	35684	33395
1076	35717	33362
1077	35751	33330
1078	35778	33291
1079	35806	33254
1080	35839	33220
1081	35868	33183
1082	35898	33147
1083	35928	33111
1084	35957	33074
1085	35989	33039
1086	36020	33004
1087	36052	32970
1088	36082	32934
1089	36115	32901
1090	36145	32865
1091	36173	32827
1092	36206	32794
1093	36243	32764
1094	36273	32729
1095	36305	32694
1096	36338	32661
1097	36368	32625
1098	36397	32589
1099	36428	32553
1100	36459	32518
1101	36493	32486
1102	36523	32450
1103	36553	32415
1104	36582	32378
1105	36612	32342
1106	36640	32304
1107	36668	32267
1108	36698	32231
1109	36726	32193
1110	36759	32159
1111	36786	32122
1112	36816	32086
1113	36847	32051
1114	36876	32014
1115	36906	31978
1116	36937	31944
1117	36966	31907
1118	36993	31869
1119	37022	31832
1120	37054	31798
1121	37084	31763
1122	37113	31726
1123	37144	31691
1124	37175	31656
1125	37206	31621
1126	37237	31587
1127	37265	31550
1128	37295	31514
1129	37324	31478
1130	37354	31442
1131	37386	31408
1132	37418	31374
1133	37448	31339
1134	37481	31306
1135	37510	31269
1136	37542	31235
1137	37574	31202
1138	37606	31168
1139	37640	31135
1140	37672	31102
1141	37706	31069
1142	37739	31036
1143	37769	31001
1144	37802	30968
1145	37839	30938
1146	37872	30905
1147	37908	30874
1148	37942	30842
1149	37974	30809
1150	38003	30772
1151	38034	30737
1152	38061	30700
1153	38091	30664
1154	38122	30630
1155	38152	30594
1156	38183	30559
1157	38213	30524
1158	38248	30493
1159	38278	30458
1160	38308	30422
1161	38339	30387
1162	38371	30354
1163	38404	30321
1164	38437	30288
1165	38470	30254
1166	38500	30219
1167	38534	30187
1168	38569	30156
1169	38599	30121
1170	38632	30087
1171	38665	30054
1172	38695	30019
1173	38725	29984
1174	38758	29951
1175	38785	29913
1176	38816	29879
1177	38845	29842
1178	38875	29807
1179	38907	29774
1180	38937	29738
1181	38972	29707
1182	39006	29675
1183	39038	29641
1184	39069	29607
1185	39095	29569
1186	39123	29532
1187	39153	29497
1188	39182	29460
1189	39217	29429
1190	39246	29393
1191	39275	29357
1192	39302	29320
1193	39337	29288
1194	39367	29253
1195	39396	29217
1196	39431	29186
1197	39462	29152
1198	39495	29118
1199	39526	29084
1200	39559	29052
1201	39596	29021
1202	39623	28984
1203	39651	28948
1204	39686	28916
1205	39720	28884
1206	39752	28851
1207	39786	28818
1208	39822	28787
1209	39852	28752
1210	39888	28722
1211	39923	28690
1212	39956	28657
1213	39990	28625
1214	40022	28591
1215	40054	28558
1216	40085	28524
1217	40115	28488
1218	40146	28454
1219	40180	28422
1220	40211	28388
1221	40240	28352
1222	40274	28320
1223	40308	28288
1224	40342	28256
1225	40375	28223
1226	40404	28187
1227	40435	28153
1228	40464	28117
1229	40496	28084
1230	40528	28050
1231	40556	28014
1232	40587	27979
1233	40616	27944
1234	40650	27912
1235	40681	27877
1236	40711	27842
1237	40743	27809
1238	40778	27778
1239	40810	27744
1240	40843	27711
1241	40880	27681
1242	40916	27650
1243	40953	27620
1244	40990	27590
1245	41030	27562
1246	41074	27536
1247	41113	27507
1248	41153	27479
1249	41190	27449
1250	41228	27420
1251	41263	27388
1252	41300	27357
1253	41339	27328
1254	41378	27300
1255	41414	27268
1256	41451	27238
1257	41487	27207
1258	41523	27176
1259	41559	27145
1260	41594	27114
1261	41629	27082
1262	41664	27050
1263	41696	27017
1264	41728	26983
1265	41759	26948
1266	41797	26919
1267	41837	26890
1268	41873	26859
1269	41904	26825
1270	41936	26791
1271	41967	26757
1272	42005	26727
1273	42039	26695
1274	42073	26663
1275	42110	26632
1276	42145	26600
1277	42178	26568
1278	42211	26535
1279	42248	26504
1280	42283	26472
1281	42315	26439
1282	42350	26406
1283	42385	26375
1284	42419	26342
1285	42452	26309
1286	42484	26276
1287	42522	26246
1288	42554	26212
1289	42586	26179
1290	42621	26147
1291	42650	26111
1292	42686	26080
1293	42722	26049
1294	42754	26015
1295	42790	25984
1296	42831	25956
1297	42875	25930
1298	42914	25900
1299	42951	25869
1300	42985	25837
1301	43021	25806
1302	43054	25773
1303	43090	25742
1304	43129	25712
1305	43162	25679
1306	43196	25646
1307	43231	25615
1308	43266	25583
1309	43304	25553
1310	43340	25521
1311	43375	25489
1312	43407	25456
1313	43443	25424
1314	43477	25392
1315	43511	25359
1316	43544	25326
1317	43577	25293
1318	43609	25259
1319	43642	25226
1320	43674	25192
1321	43708	25160
1322	43781	25150
1323	43828	25125
1324	43879	25102
