iter	F1	Logloss
0	0.02852348993	0.6685722038
1	0.02852348993	0.6476461539
2	0.02935010482	0.62824521
3	0.02935010482	0.6105256316
4	0.0202190396	0.591612469
5	0.008474576271	0.5747408034
6	0.000850701829	0.559951784
7	0.000850701829	0.5460725773
8	0	0.5310452956
9	0	0.5181694914
10	0	0.5061226563
11	0.001700680272	0.4941759069
12	0.001700680272	0.4838399966
13	0.001700680272	0.4725202717
14	0.001700680272	0.4636458327
15	0.01184433164	0.4540088504
16	0.01268498943	0.4457643686
17	0.009318085557	0.4382123845
18	0.007630351844	0.4307121614
19	0.007630351844	0.4237654142
20	0.006785411366	0.4135127735
21	0.005939753924	0.4077480622
22	0.004246284501	0.402376846
23	0.003398470688	0.3972440146
24	0.0202190396	0.3916892208
25	0.01854974705	0.3861942878
26	0.01938474505	0.3816831692
27	0.01771404471	0.3774385554
28	0.01771404471	0.3730864056
29	0.01687763713	0.3687926152
30	0.01436417406	0.3653769515
31	0.01436417406	0.3621667478
32	0.0135249366	0.3581160663
33	0.01268498943	0.3543143937
34	0.01268498943	0.3516392714
35	0.01938474505	0.3489062083
36	0.01854974705	0.346378078
37	0.01854974705	0.343888877
38	0.01854974705	0.3416057515
39	0.026868178	0.3388067692
40	0.02769618128	0.3366520302
41	0.026868178	0.3341156984
42	0.02603947921	0.3324243242
43	0.02521008403	0.3307123804
44	0.02852348993	0.3279008331
45	0.02852348993	0.3260408135
46	0.02852348993	0.324663353
47	0.02852348993	0.3222453027
48	0.02852348993	0.3210731754
49	0.02852348993	0.3195523064
50	0.02852348993	0.3180522581
51	0.02852348993	0.3168412387
52	0.02852348993	0.3155571162
53	0.02935010482	0.3145643626
54	0.02935010482	0.3132811702
55	0.0318107979	0.3120455918
56	0.03674128418	0.3106958427
57	0.04570595093	0.3093533048
58	0.04570595093	0.3087112556
59	0.04732865458	0.3076917827
60	0.05379261088	0.306822174
61	0.05379261088	0.3061064628
62	0.05459759761	0.3048316478
63	0.05459759761	0.3043106022
64	0.0554019187	0.3033549058
65	0.05620557497	0.3024447088
66	0.06500215095	0.3016611902
67	0.06976680827	0.3011151836
68	0.07291341487	0.3001149855
69	0.08310199682	0.2995056907
70	0.07920786493	0.298878851
71	0.08153897778	0.298285571
72	0.08155769564	0.2977344346
73	0.07999178118	0.2973308483
74	0.08388255165	0.2969788736
75	0.08699842454	0.2965852256
76	0.08932868707	0.2961153487
77	0.09010418019	0.2955647554
78	0.09010418019	0.2952108285
79	0.09010418019	0.2949623697
80	0.09551505578	0.2942230488
81	0.09551505578	0.2936101086
82	0.09551505578	0.2931955809
83	0.09628553626	0.2928861856
84	0.09628553626	0.2927202841
85	0.09628553626	0.292377514
86	0.09628553626	0.2919464404
87	0.0978246285	0.2914901291
88	0.0978246285	0.2908560952
89	0.09936123413	0.2903008402
90	0.09936123413	0.2900628624
91	0.09936123413	0.2898481994
92	0.09936123413	0.2895676116
93	0.09936123413	0.2894052008
94	0.09936123413	0.2892860854
95	0.09936123413	0.2890752806
96	0.09936123413	0.2885545855
97	0.09936123413	0.2883206713
98	0.09933864726	0.2879515202
99	0.09933864726	0.2877670294
100	0.1001058542	0.2875212615
101	0.1001058542	0.287285905
102	0.1001058542	0.2870911322
103	0.1001058542	0.2867509896
104	0.1008724421	0.2864500275
105	0.1008724421	0.2862110347
106	0.1008953592	0.2859309056
107	0.1016614934	0.2857620446
108	0.1016614934	0.2855081909
109	0.1039561915	0.2851139273
110	0.1047198586	0.2849040386
111	0.1047198586	0.2847890067
112	0.1047198586	0.284689502
