iter	Logloss
161	0.2031605554
162	0.2029947853
163	0.2029926982
164	0.2027378392
165	0.2026939411
166	0.2025902122
167	0.2025630237
168	0.2025594314
169	0.2024146682
170	0.2021552223
171	0.2018122171
172	0.2016956997
173	0.2010772291
174	0.2010018342
175	0.2008915731
176	0.2002108276
177	0.1998582178
178	0.199146907
179	0.1988048923
180	0.1985937025
181	0.1977968947
182	0.1975413095
183	0.197369154
184	0.1973659449
185	0.1968378293
186	0.1964687601
187	0.1963440722
188	0.1962059618
189	0.1958301682
190	0.1955309339
191	0.1951102329
192	0.194728995
193	0.1944640986
194	0.1941281254
195	0.193553588
196	0.1930527385
197	0.1929563243
198	0.1925689225
199	0.1920814162
200	0.1913760421
201	0.190870465
202	0.1906366264
203	0.1902443119
204	0.1898102889
205	0.1895059269
206	0.1889284397
207	0.1885692193
208	0.188390644
209	0.1877309232
210	0.1872585833
211	0.1869584405
212	0.1864509012
213	0.1861920278
214	0.1857445864
215	0.1852694386
216	0.1847348585
217	0.1843652425
218	0.1840901101
219	0.1835570874
220	0.1830195949
221	0.1826883213
222	0.1821539605
223	0.1817880773
224	0.1814313353
225	0.180960285
226	0.1804999234
227	0.1797109004
228	0.179277662
229	0.1789148879
230	0.1785275537
231	0.178011441
232	0.1778010055
233	0.1775565164
234	0.1770753082
235	0.1766725883
236	0.1761738699
237	0.176075724
238	0.1756901658
239	0.1753740327
240	0.1750175982
241	0.1744947023
242	0.1742359833
243	0.173731706
244	0.1734929734
245	0.1732087586
246	0.1728465997
247	0.1725586496
248	0.1722026654
249	0.1720738679
250	0.1720038766
251	0.1717628301
252	0.171342266
253	0.1710736496
254	0.1707845162
255	0.1705456515
256	0.1702561121
257	0.1699932761
258	0.1696586713
259	0.1693796419
260	0.1690846819
261	0.1687725707
262	0.1683549661
263	0.167969362
264	0.1675161976
265	0.1671794193
266	0.1668094031
267	0.166470862
268	0.1660880603
269	0.1658262098
270	0.1656387364
271	0.1651758522
272	0.1648859908
273	0.1648584471
274	0.1643975264
275	0.1641813366
276	0.1638572545
277	0.1634889614
278	0.1632138199
279	0.1629357974
280	0.1627240151
281	0.1623434371
282	0.1621277418
283	0.1617628474
284	0.1614172879
285	0.1611781459
286	0.1609686556
287	0.1607692188
288	0.1603136793
289	0.1599740158
290	0.159814748
291	0.1595817115
292	0.1592398712
293	0.1590743829
294	0.1589150256
295	0.1585585212
296	0.1580992141
297	0.1579264465
298	0.1577666073
299	0.1576097259
300	0.1574006262
301	0.1570474049
302	0.1565816595
303	0.1563327383
304	0.1561332553
305	0.1559317331
306	0.1558337319
307	0.1557320084
308	0.1556949839
309	0.1555473811
310	0.1553758293
311	0.1551138343
312	0.1550894311
313	0.1548102744
314	0.1546040067
315	0.154509503
316	0.1541787819
317	0.1540750515
318	0.1539642348
319	0.1537121303
320	0.1532913838
321	0.1530967301
322	0.1528305378
323	0.152586397
324	0.1523816047
325	0.1521322276
326	0.1519215741
327	0.1517620248
328	0.1517556451
329	0.1515602715
330	0.1514718967
331	0.1513498165
332	0.1511958425
333	0.1510154983
334	0.1507946164
335	0.1503896376
336	0.150208372
337	0.1500315982
338	0.1499229848
339	0.1498655004
340	0.1496218871
341	0.1492719796
342	0.1491584915
343	0.1491223378
344	0.1489923308
345	0.1488045958
346	0.1485800311
347	0.148494099
348	0.1484896951
349	0.1482385894
350	0.14822551
351	0.1481526837
352	0.1481485797
353	0.1479887296
354	0.1478187106
355	0.1477244997
356	0.1473285616
357	0.1471578194
358	0.1470209692
359	0.1466959193
360	0.1465314683
361	0.1463524623
362	0.1463369529
363	0.1460380294
364	0.1457655636
365	0.1457033458
366	0.1453699318
367	0.145030963
368	0.1449684933
369	0.1447121919
370	0.1445572114
371	0.1444352347
372	0.1442448147
373	0.144178166
374	0.1438361952
375	0.1436046873
376	0.143195017
377	0.1430471656
378	0.1426619495
379	0.1424277538
380	0.1421602564
381	0.1419816387
382	0.1418953653
383	0.141663917
384	0.1415478721
385	0.1414486151
386	0.141342412
387	0.141303118
388	0.1408706153
389	0.140743206
390	0.1405598142
391	0.1404168868
392	0.1402609642
393	0.1400663691
394	0.139938042
395	0.1396574413
396	0.1396463665
397	0.1394383444
398	0.1393226357
399	0.1390612187
400	0.1389891245
401	0.1388929167
402	0.1386653324
403	0.1386514666
404	0.1385058555
405	0.1381964756
406	0.1381847023
407	0.1380629677
408	0.1377292122
409	0.13764831
410	0.1375295058
411	0.1372592308
412	0.1369873869
413	0.1368841228
414	0.1366371401
415	0.1364812083
416	0.1363206989
417	0.1362025269
418	0.1361114049
419	0.1359281111
420	0.1357468001
421	0.1355366859
422	0.135378546
423	0.1353070255
424	0.135165681
425	0.1351182404
426	0.1349744693
427	0.1348843344
428	0.134848333
429	0.1347522594
430	0.1344175244
431	0.1342488294
432	0.1341023168
433	0.1340198012
434	0.1340061377
435	0.1339507122
436	0.1337790562
437	0.1337492526
438	0.1336247718
439	0.1334854084
440	0.1332719854
441	0.1331658835
442	0.1330086948
443	0.132950625
444	0.1329302802
445	0.1327798716
446	0.1325253407
447	0.1324512786
448	0.1324383568
449	0.1322167792
